,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,is_success
38552,0.000889,['D12'],0.6809999999999999,243267,0.818,1,3YRaQGDhuNyOEIS8gjlBZ5,0.0303,11,0.10300000000000001,-2.459,1,Git Up,46,2004-01-01,0.0722,171.39700000000005,0.364,2004,0
38553,0.48200000000000004,"['Madvillain', 'Wild Child']",0.578,81920,0.84,1,6lJrqw2e6YNXZCUsXL1SKn,0.0,10,0.48,-7.435,0,Hardcore Hustle,44,2004-03-24,0.345,95.565,0.529,2004,0
38554,0.000281,['Underoath'],0.33299999999999996,235147,0.985,0,3h0vmKrR4xJOmQ7pr6ut6S,0.00031299999999999996,1,0.9540000000000001,-3.508,0,I'm Content With Losing,41,2004-01-01,0.184,168.236,0.381,2004,0
38555,0.147,['The Vandals'],0.556,171680,0.986,0,4nUYpn4fqJSnPBRRpKIshI,0.0,5,0.0905,-3.667,1,Don't Stop Me Now,47,2004-06-29,0.205,97.59200000000001,0.301,2004,0
38556,0.0195,['Kelly Clarkson'],0.39399999999999996,237400,0.691,0,4qGGfl1Y4pLeerhRaI2MIq,0.0,10,0.39399999999999996,-5.124,0,Addicted,40,2004-01-17,0.0359,200.02700000000002,0.314,2004,0
38557,0.331,['La Original Banda El Limón de Salvador Lizárraga'],0.625,203867,0.7040000000000001,0,521dnbUMvNsL38KZq4NN22,2.13e-06,3,0.151,-1.035,1,Abeja Reina,46,2004-01-01,0.0644,184.024,0.965,2004,0
38558,0.153,['Aniceto Molina'],0.835,207800,0.6509999999999999,0,5PvKNv6eU5HHenNSlXmXYk,0.0,3,0.0531,-6.414,1,El Garrobero,41,2004-02-14,0.0766,142.382,0.97,2004,0
38559,0.0428,['Mandy Moore'],0.493,222467,0.6729999999999999,0,7068X4wz4hhlhzj0cTlXU4,2.35e-06,0,0.397,-6.0420000000000025,1,Cry,53,2004-11-16,0.0396,173.274,0.522,2004,0
38560,0.586,['Los Temerarios'],0.569,171720,0.48200000000000004,0,1T2leis1zcPeQiwOYY8T4p,0.0,0,0.318,-4.984,1,La Diferencia,43,2004-06-01,0.0362,85.928,0.544,2004,0
38561,0.98,['Fred Mollin'],0.456,270200,0.0646,0,2Kij021y6biW8YWwTM82Xo,0.843,1,0.11,-19.354,1,You'll Be In My Heart - Instrumental,43,2004-09-14,0.03,83.929,0.051,2004,0
38562,4.5799999999999995e-05,['Velvet Revolver'],0.26899999999999996,236600,0.991,0,2NJ5fMRTfFZofOaTccEN9k,0.0652,9,0.175,-3.82,1,Dirty Little Thing,48,2004,0.106,167.592,0.28300000000000003,2004,0
38563,0.98,"['Ennio Morricone', 'Yo-Yo Ma', 'Roma Sinfonietta']",0.105,145147,0.20800000000000002,0,7ufjlAqHC2ED4y8574RM6v,0.838,7,0.374,-15.295,1,The Mission: The Falls,45,2004,0.0381,157.851,0.0466,2004,0
38564,0.355,['Valentín Elizalde'],0.821,231160,0.479,0,5QFuPzUEkWsTszwYyswsbB,0.00116,3,0.0618,-6.599,1,Volvere A Amar,53,2004-01-01,0.0322,112.041,0.9570000000000001,2004,0
38565,0.54,['Chelo'],0.47600000000000003,151591,0.298,0,7iQe3AR9ZsQpJ2OEzQBV6u,0.0,10,0.0765,-10.262,1,Dos Gotas De Agua,44,2004-02-20,0.034,156.466,0.741,2004,0
38566,9.070000000000001e-05,['The F-Ups'],0.478,145213,0.955,0,2xNln5r06KzE2ABS4Vq4i2,1.59e-06,6,0.462,-2.855,1,Lazy Generation - Edited,48,2004-01-01,0.0454,98.833,0.545,2004,0
38567,0.0020399999999999997,['TobyMac'],0.45799999999999996,199600,0.982,0,6jHMLCvbOJbGeXx6BoIm4m,2.33e-06,8,0.321,-3.554,1,The Slam,44,2004-01-01,0.27399999999999997,180.016,0.57,2004,0
38568,0.00020299999999999997,['Crossfade'],0.493,235320,0.953,0,0JPlgRBDGRteFR8G4FeCG5,0.00020299999999999997,9,0.0532,-4.688,1,Starless,42,2004-04-13,0.0782,148.102,0.512,2004,0
38569,6.48e-05,['Death From Above 1979'],0.528,240080,0.9540000000000001,0,1Y5x0fSVMQu4PZnhXbC8q5,0.00023199999999999997,7,0.13,-6.604,1,Little Girl,38,2004-09-28,0.0888,162.0,0.632,2004,0
38570,0.000681,['Alberto Pedraza'],0.606,224427,0.741,0,2FXNoomih16FvfSJ8CnrMS,0.000412,0,0.1,-5.4620000000000015,1,Cumbia Tamborera,43,2004,0.0391,97.09899999999999,0.67,2004,0
38571,0.015,['Junior Jack'],0.7490000000000001,307680,0.99,0,3ZwTdhV7SLapBoEXDOLxI5,0.688,1,0.136,-4.7860000000000005,1,Stupidisco,38,2004-03-09,0.0453,125.0,0.763,2004,0
38572,0.111,['Mac Dre'],0.71,223467,0.723,1,1jp4BV8LI2ZKFi663KNOk0,0.00307,2,0.12300000000000001,-6.263,1,Not My Job,39,2004-07-20,0.17,85.986,0.6509999999999999,2004,0
38573,0.209,['Jeremy Camp'],0.45399999999999996,222893,0.41600000000000004,0,2GP3fo4kSSbVT9hU5DvOp2,0.0,4,0.135,-6.377999999999999,1,My Desire,42,2004-01-01,0.0278,154.908,0.179,2004,0
38574,0.46799999999999997,"['Diego Torres', 'Vicentico']",0.4970000000000001,287573,0.904,0,08llaN4Lh6GCfd9aHInwB2,0.0,9,0.797,-3.147,1,Usted (feat. Vicentico) - MTV Unplugged,58,2004-04-27,0.085,101.92299999999999,0.768,2004,0
38575,0.38,['Ana Gabriel'],0.47700000000000004,194067,0.239,0,4Hs73YfAFeRmnLondZLt63,4.04e-06,0,0.45299999999999996,-7.541,1,"Volver, Volver",48,2004-09-22,0.0306,80.122,0.33899999999999997,2004,0
38576,0.593,['Aimee Mann'],0.341,201840,0.528,0,5hUWvHrxArc3IbbF2UIpjg,0.00774,7,0.77,-9.341000000000001,1,Wise Up,40,2004-11-02,0.0383,140.26,0.134,2004,0
38577,0.0102,['Lil Wayne'],0.726,184493,0.708,1,6MzwNRu9TDbHoNsry5axi5,0.0,0,0.0335,-2.938,0,Walk In,40,2004-01-01,0.379,73.98100000000002,0.835,2004,0
38578,0.34600000000000003,"['Suzanne Pleshette', 'Crysta Macalush', 'Andy Dick']",0.489,174053,0.41200000000000003,0,1Jcagr67lmuduN59S0Q77w,0.0,10,0.5760000000000001,-11.210999999999999,1,My Lullaby,38,2004-01-01,0.0856,95.11200000000001,0.332,2004,0
38579,8.39e-06,['Alexisonfire'],0.312,249067,0.92,1,1FuZJZqUWbwpqwbT8eESfR,0.000273,5,0.322,-5.729,0,Accidents,45,2004-06-01,0.0662,105.305,0.369,2004,0
38580,0.0154,['Cartel De Santa'],0.667,221587,0.754,1,3msi3GShzgiIAuCrbx2XNj,0.0564,0,0.33899999999999997,-7.8679999999999986,1,La Pelotona,53,2004-12-06,0.0447,168.079,0.585,2004,0
38581,0.617,['Gretchen Wilson'],0.495,249227,0.387,0,05jSCFSAfFqhrk3UiEvTDX,4.4e-06,9,0.342,-7.5310000000000015,1,When I Think About Cheatin',40,2004-05-11,0.0256,78.418,0.29100000000000004,2004,1
38582,6.57e-05,['The Exies'],0.48100000000000004,238600,0.966,0,2Pe7SuBE6b8jOtQDH66Gm4,0.00255,8,0.0458,-3.1489999999999996,1,Hey You,44,2004-01-01,0.0497,100.824,0.504,2004,0
38583,0.00281,['Strata'],0.503,216987,0.9209999999999999,1,4adAxOF2e8Gn3bmkNiXBRH,0.0,1,0.46,-2.679,1,Piece By Piece,43,2004-01-01,0.0755,155.116,0.708,2004,0
38584,0.221,['Haystak'],0.9109999999999999,306827,0.648,1,6esxmi3xrl6MIZ3qHrzuqQ,0.0,7,0.289,-6.791,1,My First Day,39,2004-10-19,0.228,111.51299999999999,0.757,2004,0
38585,0.00992,['Rise Against'],0.63,254280,0.9279999999999999,0,7GQKgGdCGxSWjhifhD0Xs8,0.000843,8,0.0754,-3.008,1,Rumors Of My Demise Have Been Greatly Exaggerated,40,2004-01-01,0.0573,110.008,0.364,2004,0
38586,0.33899999999999997,['Explosions In The Sky'],0.29100000000000004,334027,0.39899999999999997,0,0Ro81ejkX45XgOKVg4G3z5,0.858,7,0.0971,-14.895999999999999,1,The Long Spring,44,2004-05-04,0.0288,108.447,0.0384,2004,0
38587,0.48,['Nancy Amancio'],0.6920000000000001,252720,0.626,0,5FCDZ3L0Tr0KqYrn3j9v3V,0.0,1,0.161,-5.1,0,Cuando Oras,47,2004-07-01,0.0355,139.997,0.46299999999999997,2004,0
38588,0.0341,['Chris Tomlin'],0.36200000000000004,237987,0.83,0,0M1ujzJ1RTvLt13C4GsnaT,0.0,11,0.115,-4.183,1,Indescribable,44,2004-01-01,0.033,179.86700000000005,0.447,2004,0
38589,0.792,['Leo Dan'],0.46,152800,0.615,0,4v8L4GDOvyZIRYq0WvPxfa,0.0,4,0.39799999999999996,-6.0520000000000005,1,Qué Tiene la Niña,38,2004-06-29,0.0295,119.99,0.627,2004,0
38590,0.00118,"['Mario', 'Jadakiss', 'T.I.']",0.826,268933,0.6859999999999999,0,5jMfUlvj7qqesIwHeoW7mi,0.00278,7,0.282,-5.346,1,Let Me Love You (Remix) (feat. Jadakiss & T.I.),43,2004-12-06,0.163,98.001,0.413,2004,0
38591,0.0037600000000000003,['FLOW'],0.469,218667,0.978,0,7qep024rnanEnyVAw1crmX,0.0,0,0.285,-2.455,1,Hero -Kibou No Uta-,45,2004,0.0834,175.143,0.6829999999999999,2004,0
38592,0.544,['The Album Leaf'],0.522,261800,0.636,0,114gL99tniO1ocR4gyukNX,0.8809999999999999,1,0.0576,-9.972000000000001,1,Another Day (revised),41,2004-06-22,0.0567,120.031,0.0388,2004,0
38593,0.0451,['Big & Rich'],0.536,256813,0.765,0,4qCGe8cM5ycEKcPJdRyk3m,6.97e-06,0,0.344,-1.9909999999999999,1,Holy Water,40,2004-04-20,0.0277,94.677,0.456,2004,1
38594,0.261,['Paul Brandt'],0.643,269533,0.85,0,0p3VpDJz6wyj1Vu7BzT9lD,0.000121,5,0.618,-9.906,0,Convoy,48,2004-01-01,0.0947,111.09700000000001,0.782,2004,0
38595,0.433,['Irma Thomas'],0.65,146600,0.5479999999999999,0,21Jk3g2h6H7b4KC30IxnFg,1.52e-06,3,0.0816,-9.227,1,Straight From The Heart,45,2004-01-01,0.031,95.12799999999999,0.632,2004,0
38596,0.8,['Trevor Hall'],0.485,473040,0.182,0,2rnYoiXMqcaF2DOT6tpFVo,0.00018600000000000002,2,0.11,-13.276,1,Lullaby,42,2004-07-12,0.0404,96.62299999999999,0.107,2004,0
38597,0.14300000000000002,"['Del The Funky Homosapien', 'The Hyrogliphics']",0.8440000000000001,282027,0.853,1,30LGMhbzgN7poYNYvfTEsi,7.97e-05,7,0.0724,-8.437999999999999,1,Burnt (feat. The Hyrogliphics),42,2004-02-10,0.263,99.214,0.7170000000000001,2004,0
38598,0.00524,['Flogging Molly'],0.46299999999999997,317907,0.955,0,4QHbLYysCVYRiuFpWBFwx3,0.0167,1,0.111,-4.172,1,Tobacco Island,42,2004-09-14,0.0526,148.041,0.888,2004,0
38599,0.5479999999999999,['Andy Griggs'],0.523,210973,0.365,0,6nTeQGE4xXarl892zLDSuq,1.2e-05,4,0.133,-8.977,1,If Heaven,39,2004,0.0276,144.871,0.256,2004,1
38600,0.00295,['Senses Fail'],0.48100000000000004,145707,0.981,1,3Ch5YOx4qbMpmeYgurnBSd,0.0,10,0.126,-3.718,1,You're Cute When You Scream,40,2004-09-07,0.124,108.258,0.40299999999999997,2004,0
38601,0.687,['Michael Giacchino'],0.5870000000000001,84173,0.495,0,45MllV1fJos1Ef6Cd13H2E,0.725,3,0.122,-9.204,1,Life's Incredible Again,43,2004-11-02,0.035,120.01700000000001,0.759,2004,0
38602,0.475,['Mark Collie'],0.46299999999999997,165133,0.449,0,5XnXpQM5FR8ZQyvDY8RKQS,0.00318,9,0.121,-9.5,0,In Time,42,2004-01-01,0.0426,113.432,0.172,2004,0
38603,0.0736,['Talking Heads'],0.605,332067,0.846,0,3NNatBZ65onPjc4eeWhwNm,0.00018999999999999998,4,0.125,-5.343999999999999,0,(Nothing But) Flowers - 2003 Remaster,41,2004-08-17,0.0425,120.744,0.914,2004,0
38604,0.7290000000000001,['George Strait'],0.473,198573,0.278,0,4FzhBA59ZIfDAdpvO6H6Mw,0.00041900000000000016,0,0.174,-12.234000000000002,1,The Man In Love With You,39,2004-01-01,0.0289,123.82,0.126,2004,0
38605,0.597,['Joss Stone'],0.569,243107,0.5670000000000001,0,08ydcS9NTm1a2csSppGsJT,0.0,2,0.10800000000000001,-6.729,1,Spoiled,50,2004-01-01,0.0457,110.12,0.292,2004,0
38606,0.0010199999999999999,['Rise Against'],0.597,229013,0.966,0,2jZuyqEiL1zcTEQOjjvQmx,0.000157,3,0.0535,-3.4419999999999997,0,Tip The Scales,40,2004-01-01,0.067,106.042,0.521,2004,0
38607,0.183,['George Strait'],0.605,137867,0.5529999999999999,0,5nf5l2Ui9p8u6TWHtLYcjI,0.0,7,0.0915,-11.798,1,If You Ain't Lovin' (You Ain't Livin'),39,2004-01-01,0.0297,155.293,0.785,2004,0
38608,0.00010700000000000001,['Autopilot Off'],0.456,224133,0.965,0,4Mlc6Dw9zAdng0AJF20y0w,6.6e-05,1,0.35700000000000004,-3.81,0,Make A Sound,45,2004-01-01,0.0746,105.51799999999999,0.312,2004,0
38609,0.00344,['Twisted Sister'],0.505,195227,0.871,0,3sGIVfhHi2LZy8a07EJpl6,0.0044,1,0.51,-3.63,1,I Wanna Rock,47,2004-10-19,0.0458,108.038,0.747,2004,0
38610,0.818,['Tom Russell'],0.575,206387,0.4270000000000001,0,4lLKiDtXfehgw7q4mKfQcM,3.36e-06,0,0.146,-10.037,1,Tonight We Ride,40,2004-02-24,0.0686,109.539,0.529,2004,0
38611,0.44299999999999995,['Neil Young'],0.7070000000000001,202693,0.299,0,4rWbao8Vde6ioqH2jZI4ee,0.00759,4,0.0976,-12.468,0,Old Man,46,2004-11-15,0.0342,141.269,0.48,2004,0
38612,0.742,"['Johnny Mathis', 'Ray Conniff']",0.25,169547,0.39799999999999996,0,5bDVkMLsBJgNL3eejUhBKF,4.24e-06,7,0.0975,-9.495,0,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,47,2004-05-04,0.0301,145.178,0.5589999999999999,2004,0
38613,0.42100000000000004,"['Boney James', 'Bilal']",0.624,321867,0.49,0,0AozfxDNkiqCAErDHM5UQt,1.85e-05,0,0.0752,-9.166,1,Better With Time,40,2004-08-03,0.046,91.589,0.433,2004,0
38614,0.19399999999999998,['Eraserheads'],0.521,450333,0.626,0,21LMl54FIe7J5oOoZzgeiQ,0.0,6,0.22699999999999998,-8.152000000000001,1,Ang Huling El Bimbo,59,2004-01-23,0.0243,90.337,0.479,2004,0
38615,0.703,['Grupo Laberinto'],0.733,204336,0.369,0,3YG185wpMVvwswNR7qnA8T,1.08e-06,9,0.0646,-6.607,1,La Belleza Negra,43,2004-02-20,0.115,98.325,0.96,2004,0
38616,0.00513,['Everclear'],0.47100000000000003,281507,0.868,0,5xcSi6kSAq1MfPXVuzC5gD,7.23e-06,7,0.22,-4.227,1,Wonderful - Remastered,41,2004-01-01,0.0564,186.67,0.552,2004,0
38617,0.0399,['Shania Twain'],0.7240000000000001,242133,0.8140000000000001,0,6RH9SBaImgPfLCPEjpniVH,0.0,1,0.0642,-3.821,1,I'm Gonna Getcha Good! - Red Single Edit,47,2004-01-01,0.031,123.98899999999999,0.938,2004,0
38618,0.7959999999999999,"['Andrew Lloyd Webber', 'Minnie Driver']",0.22699999999999998,141467,0.0813,0,3LpvO6PZRuQ0OeFL1LQwtB,0.0,10,0.179,-21.125999999999998,1,Learn To Be Lonely,44,2004-12-10,0.0317,175.838,0.151,2004,0
38619,0.8959999999999999,['Eels'],0.6629999999999999,148000,0.341,0,5zjD95M2XMZ5LJCDsJekkT,0.503,0,0.11800000000000001,-8.82,1,I Need Some Sleep,48,2004-05-19,0.0326,127.97399999999999,0.192,2004,0
38620,0.603,['Chelo'],0.664,212602,0.149,0,1mL8fjDIE2TrtAlrZKRtK8,0.000123,10,0.21100000000000002,-10.607000000000001,1,Las Cuentas Claras,44,2004-02-20,0.0824,85.448,0.348,2004,0
38621,0.0826,['Ramon Ayala Y Sus Bravos Del Norte'],0.701,128773,0.85,0,2JhT9UKFme0wQniFlPYrVr,0.0,10,0.0447,-3.7760000000000002,1,Mi Piquito De Oro,38,2004,0.0423,106.171,0.92,2004,0
38622,0.0056,['Jeremy Camp'],0.479,237827,0.698,0,1bb0yGWDCIeKqbtpNV1rcq,0.0,2,0.237,-5.722,1,Beautiful One,41,2004-01-01,0.0317,119.978,0.33,2004,0
38623,0.009890000000000001,['BOYSTYLE'],0.54,263027,0.9129999999999999,0,281YQGSeSsRpPgKjWEnyDp,0.0,1,0.20800000000000002,-1.5730000000000002,1,ココロのちず,51,2004-11-17,0.0366,132.109,0.7340000000000001,2004,0
38624,0.16699999999999998,['Tavares'],0.649,243240,0.7,0,5DEy8wVNCdJdAGNsOWxmVQ,6.86e-05,5,0.382,-8.43,0,It Only Takes A Minute - Remastered,44,2004-01-01,0.0312,122.697,0.972,2004,0
38625,0.61,['William Galison & Madeleine Peyroux'],0.501,152532,0.447,0,7hZ5vjaWl6KxvTXo1aMorp,0.0,10,0.134,-10.126,1,Back in Your Own Back Yard,46,2004,0.0478,175.882,0.611,2004,0
38626,0.0518,['Keith Sweat'],0.5870000000000001,289587,0.439,0,0EtISCRxWQKvVTtpmtJnNd,1.33e-06,2,0.341,-9.298,1,How Deep Is Your Love - 2007 Remaster,39,2004-01-13,0.0491,139.935,0.527,2004,0
38627,0.133,['Third Day'],0.4970000000000001,242107,0.625,0,4DSWuEQUdBr1YUG5X37esA,0.0,7,0.28300000000000003,-4.625,1,You Are So Good To Me,40,2004-04-20,0.0258,78.97800000000002,0.379,2004,0
38628,0.00421,['Slipknot'],0.21899999999999997,316667,0.9890000000000001,0,6mr9Gi51jfxfVmdIdItGJx,0.0156,11,0.375,-2.9619999999999997,0,Vermilion,39,2004-05-17,0.16,168.06900000000005,0.149,2004,0
38629,0.95,['Slipknot'],0.195,193907,0.342,0,6zZl4RKS9pRRlQHIk4CG7A,0.0075400000000000016,7,0.191,-8.047,1,Danger - Keep Away,47,2004,0.0282,69.081,0.0424,2004,0
38630,0.295,['Blake Shelton'],0.51,201733,0.348,0,1M9qgq0SaZ5OuAeU0GKXif,2.47e-05,2,0.242,-7.849,1,Goodbye Time,40,2004-10-26,0.0261,77.041,0.159,2004,1
38631,0.8170000000000001,['Arcade Fire'],0.47200000000000003,289733,0.41,0,6oMBDrzwGG1BzCoZyPyGuG,0.038,7,0.125,-12.948,1,Neighborhood #4 (7 Kettles),45,2004-06-16,0.0291,107.92299999999999,0.301,2004,0
38632,0.475,['Michael Haggins'],0.6709999999999999,329520,0.7020000000000001,0,1GhtgRyXuAUdJkVLvrunx4,0.000583,1,0.11599999999999999,-5.879,1,Daybreak,45,2004-10-01,0.0282,97.995,0.735,2004,0
38633,0.486,"['Maze', 'Frankie Beverly']",0.639,276827,0.7659999999999999,0,2MJMOHpIQVZl6JvUvUnopC,0.0,3,0.128,-7.579,0,While I'm Alone - Remastered,39,2004-01-01,0.0474,155.52100000000004,0.9359999999999999,2004,0
38634,9.81e-05,['Papa Roach'],0.545,191373,0.972,0,496jVEYI3xUXHQQ19BPhrT,2.72e-05,8,0.235,-3.747,1,Getting Away With Murder,42,2004-08-31,0.0538,103.911,0.386,2004,0
38635,0.0544,"['Trick Daddy', 'Lil Jon', 'Twista']",0.754,223627,0.711,0,4MatugKuTLRqQGLss6Ch4a,0.0,11,0.35600000000000004,-7.518,0,Let's Go (feat. Big D & Twista),39,2004,0.205,134.059,0.579,2004,0
38636,0.287,['Diana Krall'],0.753,267720,0.18899999999999997,0,68FhagAoZr9Ld8oCp9JoYP,0.00301,5,0.0854,-14.235,0,Temptation,53,2004-01-01,0.0352,104.95,0.579,2004,0
38637,0.11199999999999999,"['R. Kelly', 'Wysin', 'Yandell']",0.784,231773,0.7929999999999999,0,6ONZZmVuEVAAHvj0OWuVU1,0.0,10,0.134,-4.573,0,Burn It Up (feat. Wysin & Yandell),54,2005-06-28,0.12300000000000001,95.977,0.638,2005,0
38638,0.0514,['Carrie Underwood'],0.622,249893,0.804,0,0LviM04IykLs7JEkrZV9Xm,0.0,8,0.046,-4.845,1,Lessons Learned,43,2005-11-14,0.0429,96.969,0.537,2005,0
38639,0.727,['Roberta Flack'],0.47700000000000004,286920,0.381,0,1U1xdCEZYkr6e1stqhaR2F,0.0,5,0.0615,-10.237,0,Killing Me Softly with His Song,42,2005-10-18,0.0342,121.568,0.32899999999999996,2005,0
38640,0.153,['Aly & AJ'],0.555,134067,0.909,0,7zBq7YCjuIxQRxqhtKJNbI,2.87e-06,5,0.129,-2.738,1,Do You Believe In Magic - Single Version,42,2005-01-01,0.0356,138.983,0.785,2005,0
38641,0.0007019999999999999,['We Are Scientists'],0.47,192311,0.9690000000000001,0,0iUano4euaiUETVUd1u0cx,0.0,6,0.332,-4.739,1,"Nobody Move, Nobody Get Hurt",53,2005-01-01,0.0968,144.012,0.593,2005,0
38642,0.0477,['Walter Beasley'],0.628,263400,0.741,0,3TMgLYja7l5anqTaji6TUs,0.29,7,0.0802,-4.533,0,Nice And Easy,43,2005-06-20,0.032,83.94200000000002,0.6459999999999999,2005,0
38643,0.977,['Fred Mollin'],0.48200000000000004,184187,0.10800000000000001,0,1bFx9DWBFy1U7o7Dd6IQcU,0.835,3,0.152,-17.732,1,Puff The Magic Dragon - Instrumental,45,2005-01-01,0.0309,81.046,0.11800000000000001,2005,0
38644,0.948,['Jean-Yves Thibaudet'],0.35100000000000003,69920,0.096,0,2zzUpZCsVZgA7S2cr6IFwp,0.82,7,0.22699999999999998,-20.297,1,"Can't Slow Down - From ""Pride & Prejudice"" Soundtrack",42,2005-01-01,0.059000000000000004,115.945,0.9640000000000001,2005,0
38645,0.000629,['Circa Survive'],0.46799999999999997,215640,0.8640000000000001,0,5ZE4NzQgNCeCWtcOMWMVc5,0.000705,7,0.10300000000000001,-6.731,0,In Fear and Faith,42,2005-01-01,0.0495,141.912,0.3670000000000001,2005,0
38646,0.873,['Lizz Wright'],0.584,210520,0.21600000000000005,0,5xfRRvZe2OqiU4sXcUUUZ9,0.000868,7,0.109,-15.300999999999998,1,Hit The Ground,42,2005-01-01,0.0415,106.755,0.151,2005,0
38647,0.171,['50 Cent'],0.575,264560,0.937,1,3iAqQ5F0syAZz1cPGJUeMW,0.00403,6,0.125,-1.749,1,Gunz Come Out,49,2005-03-03,0.392,90.389,0.475,2005,0
38648,1.6e-05,['Gojira'],0.28800000000000003,258267,0.993,0,3mJBpjkoGVZdAFgo4xeeIL,0.00137,2,0.193,-2.499,1,Backbone,41,2005,0.0744,90.314,0.102,2005,0
38649,0.431,['The String Cheese Incident'],0.3670000000000001,320867,0.741,0,27CwCwu3EocFMESQRc78iC,0.128,10,0.0833,-6.702999999999999,1,Sometimes a River,41,2005-06-28,0.0376,175.303,0.6890000000000001,2005,0
38650,0.00441,['Theory of a Deadman'],0.395,184893,0.893,0,06hNjTThF575UgFeWq2VTZ,0.0,5,0.261,-4.45,1,Say Goodbye,42,2005-03-28,0.0491,154.922,0.436,2005,0
38651,0.158,['Makaveli'],0.654,309800,0.637,1,5wSmOzNF4IKTiNei97c4xO,1.28e-05,10,0.33799999999999997,-6.915,0,Hail Mary,64,2005-03-08,0.293,81.947,0.364,2005,0
38652,0.0065,['Say Anything'],0.308,236960,0.752,1,6NyuBN5zQ2vGDXH8Ty4hP3,0.0,7,0.298,-5.476,1,Woe,41,2005-10-01,0.054000000000000006,142.409,0.465,2005,0
38653,0.18,['Death Cab for Cutie'],0.369,308507,0.546,0,1LpYgSYSSWh7Sb751TXkK9,0.925,2,0.11199999999999999,-10.049,1,Different Names for the Same Thing,40,2005-08-29,0.0327,170.13,0.0518,2005,0
38654,0.0164,['Young Maylay'],0.52,86547,0.836,0,5f7F8ovtEmFzOdyN5fTOKl,0.0,5,0.19,-7.13,0,San Andreas Theme Song,57,2005-11-07,0.213,96.855,0.486,2005,0
38655,0.0394,['D4L'],0.8909999999999999,224253,0.428,0,791FahRslZsex6ygzKJsar,0.0,0,0.0934,-8.033999999999999,0,Laffy Taffy,40,2005-11-08,0.428,77.50399999999998,0.604,2005,0
38656,0.000525,['Trapt'],0.349,239933,0.9640000000000001,0,2l9U0zTBpcsAfCuIUO9FxB,3.7000000000000006e-06,5,0.19699999999999998,-4.527,1,Stand Up,43,2005-01-01,0.0979,162.03799999999995,0.36,2005,0
38657,0.00456,['Z-Ro'],0.848,230253,0.746,1,5nsuNEvkV4ResiFH0wKoua,0.0,2,0.3,-4.4239999999999995,1,From the South,41,2005,0.233,118.141,0.626,2005,0
38658,0.9890000000000001,['Fred Mollin'],0.304,210987,0.0745,0,7lE2IEY8KXtqQRGs3TZhX0,0.855,5,0.11599999999999999,-19.243,1,London Bridge/Tura-Lura-Lural (That's An Irish Lullaby) - Instrumental,45,2005-01-01,0.0322,97.62299999999999,0.0822,2005,0
38659,0.134,['Los Ligeros De Zacatecas'],0.598,193627,0.568,0,65NE7uqCYcs1EodnwqqGTH,0.0,10,0.0726,-6.55,1,El Recuerdo de Otro Hombre,42,2005-03-21,0.0532,110.728,0.608,2005,0
38660,0.141,"['50 Cent', 'Young Buck']",0.423,235973,0.7929999999999999,1,0qJ5NST6HKWWHSTtu5HsZv,0.0,9,0.231,-4.1530000000000005,1,I'll Whip Ya Head Boy,46,2005-11-06,0.242,53.952,0.5870000000000001,2005,0
38661,0.8440000000000001,['Michael Bublé'],0.341,253973,0.359,0,2oqZBBjKNMfl9sdhnvCYgB,6.73e-05,0,0.10300000000000001,-9.471,1,You Don't Know Me,42,2005-02-07,0.0356,185.06400000000002,0.301,2005,0
38662,0.147,['Selena'],0.585,185373,0.536,0,5g1R8oqokXMiVTXwQjgBZ7,0.00022400000000000002,10,0.303,-8.971,1,Como La Flor - Remastered,51,2005-01-01,0.0313,182.042,0.843,2005,0
38663,0.976,['Celtic Woman'],0.25,204467,0.155,0,75sSAymXP6tGOeRvImwzOf,1.17e-05,2,0.0772,-16.983,1,Danny Boy,46,2005-01-01,0.0389,100.84200000000001,0.0935,2005,0
38664,0.00173,['Motion City Soundtrack'],0.395,170253,0.937,0,7m6UCpVtgKo01gbzmzHofx,3.25e-06,9,0.196,-3.6660000000000004,1,When You're Around,42,2005-06-07,0.14800000000000002,161.996,0.557,2005,0
38665,0.7070000000000001,['El Halcon De La Sierra'],0.623,223280,0.7609999999999999,0,0c7N1bDFmfqt2GU6Ti3iVL,3.18e-05,3,0.0465,-4.75,1,El Coco Una Tarde,43,2005-05-17,0.152,129.77100000000002,0.722,2005,0
38666,0.748,['Mariachi Vargas De Tecalitlan'],0.6970000000000001,177307,0.499,0,0cEazkkPgRlEBvAfDcojC2,0.0011099999999999999,7,0.591,-10.006,1,El Mariachi Loco,48,2005-01-01,0.0849,100.023,0.943,2005,0
38667,0.000953,['Three 6 Mafia'],0.892,282733,0.4370000000000001,0,2LqYpghBcqTdcW2zi5CWWU,0.008490000000000001,2,0.183,-6.7520000000000024,1,Late Nite Tip,42,2005,0.0849,122.229,0.147,2005,0
38668,0.255,['Los Rehenes'],0.599,156733,0.688,0,6ZR1hXSMu2zaJHwHERHKFH,0.000103,0,0.81,-4.063,1,Amor En Silencio,44,2005-01-01,0.0303,76.778,0.877,2005,0
38669,0.00978,['D4L'],0.622,252693,0.318,1,6a0GRBATlIq4SRbBOPOA8V,0.0,0,0.273,-7.7070000000000025,1,Scotty,41,2005-11-08,0.434,90.985,0.524,2005,0
